++++++++++++++++++++++++++++++++++++++++++
Initiating model: CUEURA1
++++++++++++++++++++++++++++++++++++++++++
+-----------------+-----+-----+-----+-----+---------+-----+-----+-----+-----+---------+-----+-----+-----+-----+---------+-----+-----+-----+-----+---------+-----+-----+-----+-----+---------+
|   Feature\Rois  | TP0 | FP0 | TN0 | FN0 | FScore0 | TP1 | FP1 | TN1 | FN1 | FScore1 | TP2 | FP2 | TN2 | FN2 | FScore2 | TP3 | FP3 | TN3 | FN3 | FScore3 | TP4 | FP4 | TN4 | FN4 | FScore4 |
|       DLBP      |  66 |  6  |  28 |  0  |   0.9   |  68 |  0  |  26 |  6  |   0.9   |  72 |  2  |  23 |  3  |   0.9   |  66 |  1  |  29 |  4  |   0.92  |  69 |  0  |  23 |  8  |   0.85  |
|       DLBP      |  62 |  10 |  21 |  7  |   0.71  |  65 |  3  |  26 |  6  |   0.85  |  64 |  10 |  23 |  3  |   0.78  |  63 |  4  |  29 |  4  |   0.88  |  61 |  8  |  24 |  7  |   0.76  |
|       DLBP      |  72 |  0  |  27 |  1  |   0.98  |  67 |  1  |  31 |  1  |   0.97  |  72 |  2  |  26 |  0  |   0.96  |  67 |  0  |  32 |  1  |   0.98  |  69 |  0  |  30 |  1  |   0.98  |
|       DLBP      |  68 |  4  |  27 |  1  |   0.92  |  67 |  1  |  29 |  3  |   0.94  |  74 |  0  |  24 |  2  |   0.96  |  66 |  1  |  29 |  4  |   0.92  |  66 |  3  |  27 |  4  |   0.89  |
|       DLBP      |  72 |  0  |  28 |  0  |   1.0   |  68 |  0  |  32 |  0  |   1.0   |  74 |  0  |  24 |  2  |   0.96  |  67 |  0  |  33 |  0  |   1.0   |  69 |  0  |  29 |  2  |   0.97  |
|      CSLBP      |  72 |  0  |  1  |  27 |   0.07  |  67 |  1  |  8  |  24 |   0.39  |  73 |  1  |  9  |  17 |   0.5   |  62 |  5  |  11 |  22 |   0.45  |  66 |  3  |  16 |  15 |   0.64  |
|      CSLBP      |  64 |  8  |  21 |  7  |   0.74  |  65 |  3  |  18 |  14 |   0.68  |  68 |  6  |  18 |  8  |   0.72  |  62 |  5  |  22 |  11 |   0.73  |  61 |  8  |  19 |  12 |   0.66  |
|      CSLBP      |  9  |  63 |  28 |  0  |   0.47  |  66 |  2  |  4  |  28 |   0.21  |  74 |  0  |  2  |  24 |   0.14  |  64 |  3  |  7  |  26 |   0.33  |  65 |  4  |  7  |  24 |   0.33  |
|      CSLBP      |  72 |  0  |  27 |  1  |   0.98  |  67 |  1  |  28 |  4  |   0.92  |  73 |  1  |  23 |  3  |   0.92  |  67 |  0  |  32 |  1  |   0.98  |  69 |  0  |  28 |  3  |   0.95  |
|      CSLBP      |  67 |  5  |  3  |  25 |   0.17  |  60 |  8  |  17 |  15 |   0.6   |  74 |  0  |  1  |  25 |   0.07  |  67 |  0  |  3  |  30 |   0.17  |  69 |  0  |  0  |  31 |   0.0   |
|      CSLBP      |  60 |  12 |  23 |  5  |   0.73  |  57 |  11 |  21 |  11 |   0.66  |  70 |  4  |  17 |  9  |   0.72  |  57 |  10 |  20 |  13 |   0.63  |  59 |  10 |  18 |  13 |   0.61  |
|      CSLBP      |  62 |  10 |  27 |  1  |   0.83  |  61 |  7  |  27 |  5  |   0.82  |  67 |  7  |  23 |  3  |   0.82  |  64 |  3  |  27 |  6  |   0.86  |  61 |  8  |  26 |  5  |   0.8   |
|      CSLBP      |  40 |  32 |  27 |  1  |   0.62  |  65 |  3  |  4  |  28 |   0.21  |  68 |  6  |  18 |  8  |   0.72  |  63 |  4  |  15 |  18 |   0.58  |  66 |  3  |  4  |  27 |   0.21  |
|       CLBP      |  69 |  3  |  24 |  4  |   0.87  |  66 |  2  |  28 |  4  |   0.9   |  72 |  2  |  21 |  5  |   0.86  |  66 |  1  |  27 |  6  |   0.89  |  67 |  2  |  25 |  6  |   0.86  |
|       CLBP      |  71 |  1  |  26 |  2  |   0.95  |  68 |  0  |  26 |  6  |   0.9   |  74 |  0  |  19 |  7  |   0.84  |  66 |  1  |  24 |  9  |   0.83  |  66 |  3  |  28 |  3  |   0.9   |
|       CLBP      |  71 |  1  |  14 |  14 |   0.65  |  51 |  17 |  18 |  14 |   0.54  |  74 |  0  |  15 |  11 |   0.73  |  67 |  0  |  14 |  19 |   0.6   |  45 |  24 |  23 |  8  |   0.59  |
|       CLBP      |  72 |  0  |  18 |  10 |   0.78  |  55 |  13 |  21 |  11 |   0.64  |  72 |  2  |  21 |  5  |   0.86  |  56 |  11 |  21 |  12 |   0.65  |  62 |  7  |  29 |  2  |   0.87  |
|       CLBP      |  71 |  1  |  27 |  1  |   0.96  |  67 |  1  |  30 |  2  |   0.95  |  72 |  2  |  25 |  1  |   0.94  |  67 |  0  |  30 |  3  |   0.95  |  68 |  1  |  30 |  1  |   0.97  |
|       CLBP      |  71 |  1  |  15 |  13 |   0.68  |  68 |  0  |  20 |  12 |   0.77  |  73 |  1  |  18 |  8  |   0.8   |  49 |  18 |  16 |  17 |   0.48  |  67 |  2  |  18 |  13 |   0.71  |
|       CLBP      |  70 |  2  |  18 |  10 |   0.75  |  68 |  0  |  17 |  15 |   0.69  |  74 |  0  |  21 |  5  |   0.89  |  66 |  1  |  16 |  17 |   0.64  |  69 |  0  |  20 |  11 |   0.78  |
|       CLBP      |  71 |  1  |  23 |  5  |   0.88  |  66 |  2  |  24 |  8  |   0.83  |  72 |  2  |  24 |  2  |   0.92  |  66 |  1  |  30 |  3  |   0.94  |  67 |  2  |  27 |  4  |   0.9   |
|        LM       |  72 |  0  |  28 |  0  |   1.0   |  68 |  0  |  30 |  2  |   0.97  |  74 |  0  |  26 |  0  |   1.0   |  67 |  0  |  32 |  1  |   0.98  |  69 |  0  |  30 |  1  |   0.98  |
|        LM       |  72 |  0  |  28 |  0  |   1.0   |  68 |  0  |  27 |  5  |   0.92  |  74 |  0  |  26 |  0  |   1.0   |  67 |  0  |  32 |  1  |   0.98  |  69 |  0  |  30 |  1  |   0.98  |
|        LM       |  72 |  0  |  28 |  0  |   1.0   |  68 |  0  |  30 |  2  |   0.97  |  71 |  3  |  26 |  0  |   0.95  |  67 |  0  |  33 |  0  |   1.0   |  69 |  0  |  30 |  1  |   0.98  |
|        LM       |  71 |  1  |  28 |  0  |   0.98  |  68 |  0  |  31 |  1  |   0.98  |  74 |  0  |  26 |  0  |   1.0   |  67 |  0  |  33 |  0  |   1.0   |  69 |  0  |  30 |  1  |   0.98  |
|        LM       |  72 |  0  |  28 |  0  |   1.0   |  68 |  0  |  31 |  1  |   0.98  |  74 |  0  |  26 |  0  |   1.0   |  67 |  0  |  32 |  1  |   0.98  |  69 |  0  |  30 |  1  |   0.98  |
|        LM       |  71 |  1  |  27 |  1  |   0.96  |  68 |  0  |  32 |  0  |   1.0   |  74 |  0  |  26 |  0  |   1.0   |  67 |  0  |  31 |  2  |   0.97  |  69 |  0  |  31 |  0  |   1.0   |
|        LM       |  70 |  2  |  28 |  0  |   0.97  |  66 |  2  |  30 |  2  |   0.94  |  74 |  0  |  26 |  0  |   1.0   |  67 |  0  |  31 |  2  |   0.97  |  69 |  0  |  30 |  1  |   0.98  |
|        LM       |  72 |  0  |  28 |  0  |   1.0   |  68 |  0  |  31 |  1  |   0.98  |  74 |  0  |  26 |  0  |   1.0   |  67 |  0  |  32 |  1  |   0.98  |  69 |  0  |  29 |  2  |   0.97  |
|       MR8       |  72 |  0  |  28 |  0  |   1.0   |  68 |  0  |  32 |  0  |   1.0   |  74 |  0  |  26 |  0  |   1.0   |  67 |  0  |  32 |  1  |   0.98  |  69 |  0  |  30 |  1  |   0.98  |
|       MR8       |  72 |  0  |  27 |  1  |   0.98  |  68 |  0  |  30 |  2  |   0.97  |  74 |  0  |  26 |  0  |   1.0   |  67 |  0  |  31 |  2  |   0.97  |  69 |  0  |  30 |  1  |   0.98  |
|       MR8       |  71 |  1  |  28 |  0  |   0.98  |  68 |  0  |  31 |  1  |   0.98  |  74 |  0  |  26 |  0  |   1.0   |  67 |  0  |  33 |  0  |   1.0   |  69 |  0  |  30 |  1  |   0.98  |
|       MR8       |  71 |  1  |  28 |  0  |   0.98  |  67 |  1  |  30 |  2  |   0.95  |  74 |  0  |  26 |  0  |   1.0   |  67 |  0  |  32 |  1  |   0.98  |  68 |  1  |  29 |  2  |   0.95  |
|       MR8       |  72 |  0  |  28 |  0  |   1.0   |  68 |  0  |  31 |  1  |   0.98  |  74 |  0  |  26 |  0  |   1.0   |  67 |  0  |  32 |  1  |   0.98  |  69 |  0  |  31 |  0  |   1.0   |
|       MR8       |  71 |  1  |  28 |  0  |   0.98  |  68 |  0  |  31 |  1  |   0.98  |  73 |  1  |  26 |  0  |   0.98  |  67 |  0  |  33 |  0  |   1.0   |  69 |  0  |  31 |  0  |   1.0   |
|       MR8       |  72 |  0  |  27 |  1  |   0.98  |  68 |  0  |  31 |  1  |   0.98  |  73 |  1  |  26 |  0  |   0.98  |  67 |  0  |  31 |  2  |   0.97  |  69 |  0  |  29 |  2  |   0.97  |
|       MR8       |  72 |  0  |  28 |  0  |   1.0   |  68 |  0  |  31 |  1  |   0.98  |  74 |  0  |  26 |  0  |   1.0   |  67 |  0  |  31 |  2  |   0.97  |  69 |  0  |  29 |  2  |   0.97  |
|       BGP       |  72 |  0  |  28 |  0  |   1.0   |  68 |  0  |  31 |  1  |   0.98  |  74 |  0  |  26 |  0  |   1.0   |  67 |  0  |  32 |  1  |   0.98  |  69 |  0  |  30 |  1  |   0.98  |
|       BGP       |  72 |  0  |  27 |  1  |   0.98  |  68 |  0  |  29 |  3  |   0.95  |  74 |  0  |  26 |  0  |   1.0   |  67 |  0  |  31 |  2  |   0.97  |  69 |  0  |  30 |  1  |   0.98  |
|       BGP       |  72 |  0  |  27 |  1  |   0.98  |  68 |  0  |  30 |  2  |   0.97  |  72 |  2  |  26 |  0  |   0.96  |  67 |  0  |  31 |  2  |   0.97  |  69 |  0  |  31 |  0  |   1.0   |
|       BGP       |  72 |  0  |  28 |  0  |   1.0   |  68 |  0  |  29 |  3  |   0.95  |  74 |  0  |  26 |  0  |   1.0   |  67 |  0  |  32 |  1  |   0.98  |  69 |  0  |  30 |  1  |   0.98  |
|       BGP       |  71 |  1  |  28 |  0  |   0.98  |  68 |  0  |  31 |  1  |   0.98  |  71 |  3  |  26 |  0  |   0.95  |  67 |  0  |  32 |  1  |   0.98  |  69 |  0  |  30 |  1  |   0.98  |
|       BGP       |  72 |  0  |  28 |  0  |   1.0   |  68 |  0  |  31 |  1  |   0.98  |  74 |  0  |  26 |  0  |   1.0   |  67 |  0  |  32 |  1  |   0.98  |  69 |  0  |  29 |  2  |   0.97  |
|       BGP       |  71 |  1  |  27 |  1  |   0.96  |  67 |  1  |  28 |  4  |   0.92  |  73 |  1  |  26 |  0  |   0.98  |  67 |  0  |  30 |  3  |   0.95  |  69 |  0  |  27 |  4  |   0.93  |
|       BGP       |  72 |  0  |  28 |  0  |   1.0   |  68 |  0  |  30 |  2  |   0.97  |  74 |  0  |  26 |  0  |   1.0   |  67 |  0  |  31 |  2  |   0.97  |  69 |  0  |  29 |  2  |   0.97  |
|       GIST      |  71 |  1  |  28 |  0  |   0.98  |  68 |  0  |  31 |  1  |   0.98  |  74 |  0  |  26 |  0  |   1.0   |  67 |  0  |  33 |  0  |   1.0   |  69 |  0  |  30 |  1  |   0.98  |
|       GIST      |  70 |  2  |  26 |  2  |   0.93  |  68 |  0  |  25 |  7  |   0.88  |  72 |  2  |  24 |  2  |   0.92  |  41 |  26 |  5  |  28 |   0.16  |  69 |  0  |  29 |  2  |   0.97  |
|       GIST      |  71 |  1  |  28 |  0  |   0.98  |  68 |  0  |  30 |  2  |   0.97  |  73 |  1  |  25 |  1  |   0.96  |  67 |  0  |  30 |  3  |   0.95  |  69 |  0  |  29 |  2  |   0.97  |
|       GIST      |  72 |  0  |  28 |  0  |   1.0   |  68 |  0  |  30 |  2  |   0.97  |  74 |  0  |  26 |  0  |   1.0   |  67 |  0  |  32 |  1  |   0.98  |  69 |  0  |  29 |  2  |   0.97  |
|       GIST      |  70 |  2  |  28 |  0  |   0.97  |  67 |  1  |  30 |  2  |   0.95  |  72 |  2  |  26 |  0  |   0.96  |  66 |  1  |  29 |  4  |   0.92  |  67 |  2  |  29 |  2  |   0.94  |
|       GIST      |  72 |  0  |  28 |  0  |   1.0   |  68 |  0  |  31 |  1  |   0.98  |  74 |  0  |  26 |  0  |   1.0   |  67 |  0  |  32 |  1  |   0.98  |  69 |  0  |  30 |  1  |   0.98  |
|       GIST      |  51 |  21 |  17 |  11 |   0.52  |  65 |  3  |  26 |  6  |   0.85  |  70 |  4  |  23 |  3  |   0.87  |  64 |  3  |  27 |  6  |   0.86  |  56 |  13 |  15 |  16 |   0.51  |
|       GIST      |  72 |  0  |  27 |  1  |   0.98  |  68 |  0  |  31 |  1  |   0.98  |  74 |  0  |  26 |  0  |   1.0   |  67 |  0  |  32 |  1  |   0.98  |  69 |  0  |  30 |  1  |   0.98  |
|      LOHWEG     |  72 |  0  |  0  |  28 |   0.0   |  68 |  0  |  0  |  32 |   0.0   |  74 |  0  |  0  |  26 |   0.0   |  67 |  0  |  0  |  33 |   0.0   |  69 |  0  |  0  |  31 |   0.0   |
|      LOHWEG     |  72 |  0  |  0  |  28 |   0.0   |  68 |  0  |  0  |  32 |   0.0   |  74 |  0  |  0  |  26 |   0.0   |  67 |  0  |  0  |  33 |   0.0   |  69 |  0  |  0  |  31 |   0.0   |
|      LOHWEG     |  72 |  0  |  0  |  28 |   0.0   |  68 |  0  |  0  |  32 |   0.0   |  74 |  0  |  0  |  26 |   0.0   |  67 |  0  |  0  |  33 |   0.0   |  69 |  0  |  0  |  31 |   0.0   |
|      LOHWEG     |  72 |  0  |  0  |  28 |   0.0   |  68 |  0  |  0  |  32 |   0.0   |  74 |  0  |  0  |  26 |   0.0   |  67 |  0  |  0  |  33 |   0.0   |  69 |  0  |  0  |  31 |   0.0   |
|      LOHWEG     |  72 |  0  |  0  |  28 |   0.0   |  68 |  0  |  0  |  32 |   0.0   |  74 |  0  |  0  |  26 |   0.0   |  67 |  0  |  0  |  33 |   0.0   |  69 |  0  |  0  |  31 |   0.0   |
|      LOHWEG     |  72 |  0  |  0  |  28 |   0.0   |  68 |  0  |  0  |  32 |   0.0   |  74 |  0  |  0  |  26 |   0.0   |  67 |  0  |  0  |  33 |   0.0   |  69 |  0  |  0  |  31 |   0.0   |
|      LOHWEG     |  72 |  0  |  0  |  28 |   0.0   |  68 |  0  |  0  |  32 |   0.0   |  74 |  0  |  0  |  26 |   0.0   |  67 |  0  |  0  |  33 |   0.0   |  69 |  0  |  0  |  31 |   0.0   |
|      LOHWEG     |  72 |  0  |  0  |  28 |   0.0   |  68 |  0  |  0  |  32 |   0.0   |  74 |  0  |  0  |  26 |   0.0   |  67 |  0  |  0  |  33 |   0.0   |  69 |  0  |  0  |  31 |   0.0   |
|      PATCH3     |  72 |  0  |  25 |  3  |   0.94  |  68 |  0  |  28 |  4  |   0.93  |  73 |  1  |  25 |  1  |   0.96  |  67 |  0  |  33 |  0  |   1.0   |  69 |  0  |  29 |  2  |   0.97  |
|      PATCH3     |  71 |  1  |  26 |  2  |   0.95  |  68 |  0  |  26 |  6  |   0.9   |  73 |  1  |  25 |  1  |   0.96  |  67 |  0  |  28 |  5  |   0.92  |  68 |  1  |  27 |  4  |   0.92  |
|      PATCH3     |  40 |  32 |  20 |  8  |   0.5   |  55 |  13 |  18 |  14 |   0.57  |  66 |  8  |  22 |  4  |   0.79  |  51 |  16 |  18 |  15 |   0.54  |  60 |  9  |  24 |  7  |   0.75  |
|      PATCH3     |  72 |  0  |  28 |  0  |   1.0   |  68 |  0  |  30 |  2  |   0.97  |  74 |  0  |  25 |  1  |   0.98  |  67 |  0  |  32 |  1  |   0.98  |  69 |  0  |  27 |  4  |   0.93  |
|      PATCH3     |  72 |  0  |  27 |  1  |   0.98  |  67 |  1  |  29 |  3  |   0.94  |  74 |  0  |  26 |  0  |   1.0   |  66 |  1  |  32 |  1  |   0.97  |  69 |  0  |  29 |  2  |   0.97  |
|      PATCH3     |  72 |  0  |  27 |  1  |   0.98  |  67 |  1  |  28 |  4  |   0.92  |  71 |  3  |  26 |  0  |   0.95  |  67 |  0  |  29 |  4  |   0.94  |  69 |  0  |  25 |  6  |   0.89  |
|      PATCH3     |  68 |  4  |  24 |  4  |   0.86  |  64 |  4  |  25 |  7  |   0.82  |  69 |  5  |  21 |  5  |   0.81  |  59 |  8  |  31 |  2  |   0.86  |  69 |  0  |  23 |  8  |   0.85  |
|      PATCH3     |  72 |  0  |  28 |  0  |   1.0   |  68 |  0  |  31 |  1  |   0.98  |  74 |  0  |  26 |  0  |   1.0   |  67 |  0  |  33 |  0  |   1.0   |  69 |  0  |  30 |  1  |   0.98  |
|      PATCH7     |  70 |  2  |  28 |  0  |   0.97  |  68 |  0  |  29 |  3  |   0.95  |  74 |  0  |  25 |  1  |   0.98  |  66 |  1  |  30 |  3  |   0.94  |  69 |  0  |  27 |  4  |   0.93  |
|      PATCH7     |  69 |  3  |  16 |  12 |   0.68  |  53 |  15 |  20 |  12 |   0.6   |  68 |  6  |  11 |  15 |   0.51  |  62 |  5  |  23 |  10 |   0.75  |  64 |  5  |  17 |  14 |   0.64  |
|      PATCH7     |  72 |  0  |  27 |  1  |   0.98  |  68 |  0  |  28 |  4  |   0.93  |  74 |  0  |  25 |  1  |   0.98  |  67 |  0  |  31 |  2  |   0.97  |  69 |  0  |  27 |  4  |   0.93  |
|      PATCH7     |  71 |  1  |  28 |  0  |   0.98  |  67 |  1  |  30 |  2  |   0.95  |  74 |  0  |  26 |  0  |   1.0   |  67 |  0  |  32 |  1  |   0.98  |  69 |  0  |  27 |  4  |   0.93  |
|      PATCH7     |  69 |  3  |  28 |  0  |   0.95  |  64 |  4  |  28 |  4  |   0.88  |  72 |  2  |  26 |  0  |   0.96  |  67 |  0  |  33 |  0  |   1.0   |  69 |  0  |  27 |  4  |   0.93  |
|      PATCH7     |  71 |  1  |  27 |  1  |   0.96  |  68 |  0  |  28 |  4  |   0.93  |  72 |  2  |  25 |  1  |   0.94  |  67 |  0  |  30 |  3  |   0.95  |  69 |  0  |  24 |  7  |   0.87  |
|      PATCH7     |  71 |  1  |  28 |  0  |   0.98  |  65 |  3  |  28 |  4  |   0.89  |  70 |  4  |  24 |  2  |   0.89  |  65 |  2  |  31 |  2  |   0.94  |  69 |  0  |  29 |  2  |   0.97  |
|      PATCH7     |  70 |  2  |  26 |  2  |   0.93  |  66 |  2  |  31 |  1  |   0.95  |  71 |  3  |  26 |  0  |   0.95  |  66 |  1  |  32 |  1  |   0.97  |  67 |  2  |  28 |  3  |   0.92  |
| AUTOCORRELOGRAM |  56 |  16 |  12 |  16 |   0.43  |  54 |  14 |  13 |  19 |   0.44  |  61 |  13 |  13 |  13 |   0.5   |  57 |  10 |  19 |  14 |   0.61  |  56 |  13 |  12 |  19 |   0.43  |
| AUTOCORRELOGRAM |  57 |  15 |  14 |  14 |   0.49  |  54 |  14 |  16 |  16 |   0.52  |  62 |  12 |  15 |  11 |   0.57  |  59 |  8  |  22 |  11 |   0.7   |  54 |  15 |  18 |  13 |   0.56  |
| AUTOCORRELOGRAM |  54 |  18 |  17 |  11 |   0.54  |  59 |  9  |  11 |  21 |   0.42  |  61 |  13 |  9  |  17 |   0.38  |  60 |  7  |  14 |  19 |   0.52  |  58 |  11 |  14 |  17 |   0.5   |
| AUTOCORRELOGRAM |  60 |  12 |  10 |  18 |   0.4   |  52 |  16 |  10 |  22 |   0.34  |  54 |  20 |  12 |  14 |   0.41  |  53 |  14 |  19 |  14 |   0.58  |  58 |  11 |  14 |  17 |   0.5   |
| AUTOCORRELOGRAM |  57 |  15 |  10 |  18 |   0.38  |  55 |  13 |  14 |  18 |   0.47  |  54 |  20 |  13 |  13 |   0.44  |  48 |  19 |  16 |  17 |   0.47  |  53 |  16 |  11 |  20 |   0.38  |
| AUTOCORRELOGRAM |  59 |  13 |  18 |  10 |   0.61  |  51 |  17 |  18 |  14 |   0.54  |  66 |  8  |  17 |  9  |   0.67  |  62 |  5  |  25 |  8  |   0.79  |  58 |  11 |  22 |  9  |   0.69  |
| AUTOCORRELOGRAM |  53 |  19 |  14 |  14 |   0.46  |  36 |  32 |  13 |  19 |   0.34  |  44 |  30 |  13 |  13 |   0.38  |  27 |  40 |  12 |  21 |   0.28  |  40 |  29 |  12 |  19 |   0.33  |
| AUTOCORRELOGRAM |  61 |  11 |  17 |  11 |   0.61  |  60 |  8  |  22 |  10 |   0.71  |  62 |  12 |  20 |  6  |   0.69  |  56 |  11 |  25 |  8  |   0.72  |  57 |  12 |  19 |  12 |   0.61  |
|       SFTA      |  63 |  9  |  24 |  4  |   0.79  |  66 |  2  |  28 |  4  |   0.9   |  71 |  3  |  23 |  3  |   0.88  |  62 |  5  |  31 |  2  |   0.9   |  66 |  3  |  29 |  2  |   0.92  |
|       SFTA      |  68 |  4  |  15 |  13 |   0.64  |  68 |  0  |  10 |  22 |   0.48  |  73 |  1  |  17 |  9  |   0.77  |  67 |  0  |  20 |  13 |   0.75  |  68 |  1  |  13 |  18 |   0.58  |
|       SFTA      |  69 |  3  |  18 |  10 |   0.73  |  68 |  0  |  19 |  13 |   0.75  |  70 |  4  |  17 |  9  |   0.72  |  67 |  0  |  23 |  10 |   0.82  |  68 |  1  |  24 |  7  |   0.86  |
|       SFTA      |  72 |  0  |  24 |  4  |   0.92  |  68 |  0  |  20 |  12 |   0.77  |  70 |  4  |  22 |  4  |   0.85  |  67 |  0  |  24 |  9  |   0.84  |  68 |  1  |  23 |  8  |   0.84  |
|       SFTA      |  70 |  2  |  28 |  0  |   0.97  |  67 |  1  |  30 |  2  |   0.95  |  71 |  3  |  25 |  1  |   0.93  |  66 |  1  |  31 |  2  |   0.95  |  68 |  1  |  27 |  4  |   0.92  |
|       SFTA      |  72 |  0  |  25 |  3  |   0.94  |  67 |  1  |  26 |  6  |   0.88  |  74 |  0  |  23 |  3  |   0.94  |  67 |  0  |  25 |  8  |   0.86  |  69 |  0  |  25 |  6  |   0.89  |
|       SFTA      |  61 |  11 |  16 |  12 |   0.58  |  64 |  4  |  16 |  16 |   0.62  |  70 |  4  |  19 |  7  |   0.78  |  67 |  0  |  16 |  17 |   0.65  |  66 |  3  |  19 |  12 |   0.72  |
|       SFTA      |  70 |  2  |  27 |  1  |   0.95  |  66 |  2  |  27 |  5  |   0.89  |  72 |  2  |  21 |  5  |   0.86  |  67 |  0  |  27 |  6  |   0.9   |  68 |  1  |  23 |  8  |   0.84  |
|       WLD       |  69 |  3  |  12 |  16 |   0.56  |  64 |  4  |  15 |  17 |   0.59  |  70 |  4  |  9  |  17 |   0.46  |  56 |  11 |  16 |  17 |   0.53  |  49 |  20 |  20 |  11 |   0.56  |
|       WLD       |  58 |  14 |  17 |  11 |   0.58  |  64 |  4  |  8  |  24 |   0.36  |  70 |  4  |  10 |  16 |   0.5   |  61 |  6  |  17 |  16 |   0.61  |  62 |  7  |  17 |  14 |   0.62  |
|       WLD       |  70 |  2  |  2  |  26 |   0.12  |  68 |  0  |  1  |  31 |   0.06  |  74 |  0  |  1  |  25 |   0.07  |  65 |  2  |  1  |  32 |   0.06  |  36 |  33 |  14 |  17 |   0.36  |
|       WLD       |  47 |  25 |  22 |  6  |   0.59  |  39 |  29 |  15 |  17 |   0.39  |  51 |  23 |  20 |  6  |   0.58  |  63 |  4  |  10 |  23 |   0.43  |  48 |  21 |  9  |  22 |   0.3   |
|       WLD       |  69 |  3  |  10 |  18 |   0.49  |  56 |  12 |  21 |  11 |   0.65  |  65 |  9  |  16 |  10 |   0.63  |  62 |  5  |  20 |  13 |   0.69  |  63 |  6  |  25 |  6  |   0.81  |
|       WLD       |  71 |  1  |  2  |  26 |   0.13  |  64 |  4  |  5  |  27 |   0.24  |  74 |  0  |  0  |  26 |   0.0   |  47 |  20 |  21 |  12 |   0.57  |  64 |  5  |  15 |  16 |   0.59  |
|       WLD       |  67 |  5  |  20 |  8  |   0.75  |  63 |  5  |  24 |  8  |   0.79  |  71 |  3  |  22 |  4  |   0.86  |  65 |  2  |  19 |  14 |   0.7   |  64 |  5  |  20 |  11 |   0.71  |
|       WLD       |  68 |  4  |  14 |  14 |   0.61  |  64 |  4  |  17 |  15 |   0.64  |  53 |  21 |  20 |  6  |   0.6   |  62 |  5  |  23 |  10 |   0.75  |  64 |  5  |  18 |  13 |   0.67  |
|       LPQ       |  70 |  2  |  26 |  2  |   0.93  |  67 |  1  |  23 |  9  |   0.82  |  73 |  1  |  25 |  1  |   0.96  |  65 |  2  |  31 |  2  |   0.94  |  65 |  4  |  31 |  0  |   0.94  |
|       LPQ       |  64 |  8  |  26 |  2  |   0.84  |  64 |  4  |  20 |  12 |   0.71  |  67 |  7  |  24 |  2  |   0.84  |  67 |  0  |  30 |  3  |   0.95  |  50 |  19 |  23 |  8  |   0.63  |
|       LPQ       |  52 |  20 |  22 |  6  |   0.63  |  66 |  2  |  25 |  7  |   0.85  |  64 |  10 |  22 |  4  |   0.76  |  52 |  15 |  15 |  18 |   0.48  |  64 |  5  |  29 |  2  |   0.89  |
|       LPQ       |  71 |  1  |  27 |  1  |   0.96  |  68 |  0  |  28 |  4  |   0.93  |  72 |  2  |  26 |  0  |   0.96  |  66 |  1  |  33 |  0  |   0.99  |  67 |  2  |  30 |  1  |   0.95  |
|       LPQ       |  65 |  7  |  22 |  6  |   0.77  |  57 |  11 |  22 |  10 |   0.68  |  71 |  3  |  24 |  2  |   0.91  |  64 |  3  |  25 |  8  |   0.82  |  61 |  8  |  24 |  7  |   0.76  |
|       LPQ       |  60 |  12 |  23 |  5  |   0.73  |  53 |  15 |  21 |  11 |   0.62  |  64 |  10 |  23 |  3  |   0.78  |  64 |  3  |  29 |  4  |   0.89  |  60 |  9  |  26 |  5  |   0.79  |
|       LPQ       |  66 |  6  |  23 |  5  |   0.81  |  62 |  6  |  26 |  6  |   0.81  |  67 |  7  |  23 |  3  |   0.82  |  64 |  3  |  25 |  8  |   0.82  |  63 |  6  |  25 |  6  |   0.81  |
|       LPQ       |  69 |  3  |  23 |  5  |   0.85  |  67 |  1  |  27 |  5  |   0.9   |  68 |  6  |  26 |  0  |   0.9   |  63 |  4  |  30 |  3  |   0.9   |  68 |  1  |  25 |  6  |   0.88  |
|       BSIF      |  72 |  0  |  27 |  1  |   0.98  |  68 |  0  |  30 |  2  |   0.97  |  72 |  2  |  26 |  0  |   0.96  |  67 |  0  |  31 |  2  |   0.97  |  69 |  0  |  30 |  1  |   0.98  |
|       BSIF      |  71 |  1  |  28 |  0  |   0.98  |  68 |  0  |  29 |  3  |   0.95  |  72 |  2  |  26 |  0  |   0.96  |  67 |  0  |  30 |  3  |   0.95  |  69 |  0  |  29 |  2  |   0.97  |
|       BSIF      |  72 |  0  |  28 |  0  |   1.0   |  68 |  0  |  30 |  2  |   0.97  |  73 |  1  |  26 |  0  |   0.98  |  67 |  0  |  31 |  2  |   0.97  |  69 |  0  |  29 |  2  |   0.97  |
|       BSIF      |  71 |  1  |  28 |  0  |   0.98  |  67 |  1  |  30 |  2  |   0.95  |  73 |  1  |  26 |  0  |   0.98  |  67 |  0  |  30 |  3  |   0.95  |  68 |  1  |  29 |  2  |   0.95  |
|       BSIF      |  72 |  0  |  28 |  0  |   1.0   |  68 |  0  |  30 |  2  |   0.97  |  72 |  2  |  26 |  0  |   0.96  |  67 |  0  |  30 |  3  |   0.95  |  69 |  0  |  30 |  1  |   0.98  |
