++++++++++++++++++++++++++++++++++++++++++
Initiating model: CUEURA1
++++++++++++++++++++++++++++++++++++++++++
+-----------------+-----+-----+-----+-----+---------+-----+-----+-----+-----+---------+-----+-----+-----+-----+---------+-----+-----+-----+-----+---------+-----+-----+-----+-----+---------+
|   Feature\Rois  | TP0 | FP0 | TN0 | FN0 | FScore0 | TP1 | FP1 | TN1 | FN1 | FScore1 | TP2 | FP2 | TN2 | FN2 | FScore2 | TP3 | FP3 | TN3 | FN3 | FScore3 | TP4 | FP4 | TN4 | FN4 | FScore4 |
|      DSURF      |  69 |  2  | 111 |  5  |   0.97  |  58 |  5  | 113 |  11 |   0.93  |  53 |  9  | 109 |  16 |   0.9   |  59 |  7  | 100 |  21 |   0.88  |  62 |  5  | 111 |  9  |   0.94  |
|      DSURF      |  65 |  6  | 101 |  15 |   0.91  |  63 |  0  | 110 |  14 |   0.94  |  59 |  3  | 102 |  23 |   0.89  |  50 |  16 |  98 |  23 |   0.83  |  42 |  25 |  45 |  75 |   0.47  |
|      DSURF      |  70 |  1  | 108 |  8  |   0.96  |  50 |  13 | 111 |  13 |   0.9   |  62 |  0  | 111 |  14 |   0.94  |  66 |  0  | 108 |  13 |   0.94  |  59 |  8  | 112 |  8  |   0.93  |
|      DSURF      |  67 |  4  | 110 |  6  |   0.96  |  61 |  2  | 118 |  6  |   0.97  |  58 |  4  | 121 |  4  |   0.97  |  66 |  0  | 113 |  8  |   0.97  |  53 |  14 | 115 |  5  |   0.92  |
|       HOG       |  71 |  0  | 116 |  0  |   1.0   |  63 |  0  | 123 |  1  |   1.0   |  62 |  0  | 125 |  0  |   1.0   |  66 |  0  | 120 |  1  |   1.0   |  67 |  0  | 119 |  1  |   1.0   |
|       HOG       |  71 |  0  | 116 |  0  |   1.0   |  63 |  0  | 124 |  0  |   1.0   |  62 |  0  | 125 |  0  |   1.0   |  66 |  0  | 120 |  1  |   1.0   |  67 |  0  | 120 |  0  |   1.0   |
|       HOG       |  71 |  0  | 116 |  0  |   1.0   |  63 |  0  | 123 |  1  |   1.0   |  62 |  0  | 125 |  0  |   1.0   |  66 |  0  | 120 |  1  |   1.0   |  67 |  0  | 119 |  1  |   1.0   |
|       HOG       |  71 |  0  | 116 |  0  |   1.0   |  63 |  0  | 124 |  0  |   1.0   |  62 |  0  | 125 |  0  |   1.0   |  66 |  0  | 119 |  2  |   0.99  |  67 |  0  | 120 |  0  |   1.0   |
|       HOG       |  71 |  0  | 116 |  0  |   1.0   |  63 |  0  | 124 |  0  |   1.0   |  62 |  0  | 125 |  0  |   1.0   |  66 |  0  | 120 |  1  |   1.0   |  67 |  0  | 120 |  0  |   1.0   |
|       DHOG      |  70 |  1  | 109 |  7  |   0.96  |  63 |  0  | 115 |  9  |   0.96  |  60 |  2  | 117 |  8  |   0.96  |  63 |  3  | 116 |  5  |   0.97  |  63 |  4  | 112 |  8  |   0.95  |
|       DHOG      |  68 |  3  | 111 |  5  |   0.97  |  57 |  6  | 117 |  7  |   0.95  |  58 |  4  | 120 |  5  |   0.96  |  64 |  2  | 111 |  10 |   0.95  |  65 |  2  | 117 |  3  |   0.98  |
|       DHOG      |  65 |  6  | 111 |  5  |   0.95  |  57 |  6  | 114 |  10 |   0.93  |  60 |  2  | 121 |  4  |   0.98  |  58 |  8  |  99 |  22 |   0.87  |  49 |  18 | 106 |  14 |   0.87  |
|       DHOG      |  70 |  1  | 108 |  8  |   0.96  |  60 |  3  | 119 |  5  |   0.97  |  60 |  2  | 119 |  6  |   0.97  |  62 |  4  | 112 |  9  |   0.95  |  61 |  6  | 119 |  1  |   0.97  |
|       DHOG      |  70 |  1  | 114 |  2  |   0.99  |  63 |  0  | 120 |  4  |   0.98  |  61 |  1  | 124 |  1  |   0.99  |  65 |  1  | 120 |  1  |   0.99  |  65 |  2  | 120 |  0  |   0.99  |
|       LBP       |  70 |  1  | 103 |  13 |   0.94  |  60 |  3  | 106 |  18 |   0.91  |  60 |  2  | 113 |  12 |   0.94  |  4  |  62 | 121 |  0  |   0.8   |  64 |  3  | 108 |  12 |   0.94  |
|       LBP       |  67 |  4  |  99 |  17 |   0.9   |  59 |  4  | 107 |  17 |   0.91  |  60 |  2  | 110 |  15 |   0.93  |  61 |  5  | 105 |  16 |   0.91  |  62 |  5  | 103 |  17 |   0.9   |
|       LBP       |  53 |  18 | 113 |  3  |   0.91  |  53 |  10 | 110 |  14 |   0.9   |  17 |  45 | 125 |  0  |   0.85  |  46 |  20 | 118 |  3  |   0.91  |  66 |  1  | 109 |  11 |   0.95  |
|       LBP       |  20 |  51 | 115 |  1  |   0.82  |  61 |  2  | 114 |  10 |   0.95  |  59 |  3  | 110 |  15 |   0.92  |  59 |  7  | 106 |  15 |   0.91  |  60 |  7  | 103 |  17 |   0.9   |
|       LBP       |  59 |  12 | 105 |  11 |   0.9   |  51 |  12 | 113 |  11 |   0.91  |  53 |  9  | 116 |  9  |   0.93  |  50 |  16 | 105 |  16 |   0.87  |  61 |  6  | 112 |  8  |   0.94  |
|       DLBP      |  59 |  12 | 108 |  8  |   0.92  |  58 |  5  | 113 |  11 |   0.93  |  59 |  3  | 117 |  8  |   0.96  |  58 |  8  | 113 |  8  |   0.93  |  61 |  6  | 111 |  9  |   0.94  |
|       DLBP      |  64 |  7  | 109 |  7  |   0.94  |  57 |  6  | 115 |  9  |   0.94  |  56 |  6  | 117 |  8  |   0.94  |  55 |  11 | 115 |  6  |   0.93  |  57 |  10 | 110 |  10 |   0.92  |
|       DLBP      |  67 |  4  | 110 |  6  |   0.96  |  56 |  7  | 114 |  10 |   0.93  |  49 |  13 | 116 |  9  |   0.91  |  55 |  11 | 115 |  6  |   0.93  |  57 |  10 | 112 |  8  |   0.93  |
|       DLBP      |  60 |  11 | 110 |  6  |   0.93  |  53 |  10 | 115 |  9  |   0.92  |  55 |  7  | 117 |  8  |   0.94  |  56 |  10 | 113 |  8  |   0.93  |  54 |  13 | 113 |  7  |   0.92  |
|       DLBP      |  66 |  5  | 110 |  6  |   0.95  |  54 |  9  | 120 |  4  |   0.95  |  53 |  9  | 117 |  8  |   0.93  |  56 |  10 | 118 |  3  |   0.95  |  61 |  6  | 114 |  6  |   0.95  |
|      CSLBP      |  51 |  20 |  95 |  21 |   0.82  |  54 |  9  | 105 |  19 |   0.88  |  51 |  11 |  98 |  27 |   0.84  |  46 |  20 | 101 |  20 |   0.83  |  47 |  20 |  92 |  28 |   0.79  |
|      CSLBP      |  45 |  26 |  94 |  22 |   0.8   |  51 |  12 | 100 |  24 |   0.85  |  45 |  17 | 104 |  21 |   0.85  |  47 |  19 |  99 |  22 |   0.83  |  47 |  20 | 105 |  15 |   0.86  |
|      CSLBP      |  51 |  20 |  92 |  24 |   0.81  |  47 |  16 |  90 |  34 |   0.78  |  42 |  20 | 102 |  23 |   0.83  |  36 |  30 |  95 |  26 |   0.77  |  53 |  14 |  63 |  57 |   0.64  |
|      CSLBP      |  49 |  22 |  95 |  21 |   0.82  |  52 |  11 | 109 |  15 |   0.89  |  48 |  14 |  99 |  26 |   0.83  |  49 |  17 | 104 |  17 |   0.86  |  52 |  15 | 112 |  8  |   0.91  |
|      CSLBP      |  15 |  56 | 108 |  8  |   0.77  |  49 |  14 | 104 |  20 |   0.86  |  49 |  13 | 102 |  23 |   0.85  |  35 |  31 | 106 |  15 |   0.82  |  61 |  6  |  87 |  33 |   0.82  |
|       CLBP      |  33 |  38 | 112 |  4  |   0.84  |  49 |  14 |  15 | 109 |   0.2   |  58 |  4  |  54 |  71 |   0.59  |  46 |  20 |  78 |  43 |   0.71  |  46 |  21 |  71 |  49 |   0.67  |
|       CLBP      |  57 |  14 |  74 |  42 |   0.73  |  37 |  26 | 114 |  10 |   0.86  |  38 |  24 |  95 |  30 |   0.78  |  34 |  32 | 111 |  10 |   0.84  |  43 |  24 |  97 |  23 |   0.8   |
|       CLBP      |  29 |  42 |  68 |  48 |   0.6   |  19 |  44 |  67 |  57 |   0.57  |  5  |  57 | 114 |  11 |   0.77  |  20 |  46 | 103 |  18 |   0.76  |  30 |  37 |  95 |  25 |   0.75  |
|       CLBP      |  37 |  34 |  90 |  26 |   0.75  |  39 |  24 | 110 |  14 |   0.85  |  14 |  48 |  85 |  40 |   0.66  |  10 |  56 |  90 |  31 |   0.67  |  13 |  54 | 116 |  4  |   0.8   |
|       CLBP      |  62 |  9  |  66 |  50 |   0.69  |  62 |  1  |  70 |  54 |   0.72  |  26 |  36 | 118 |  7  |   0.85  |  66 |  0  |  1  | 120 |   0.02  |  63 |  4  |  80 |  40 |   0.78  |
|        LM       |  70 |  1  | 115 |  1  |   0.99  |  63 |  0  | 124 |  0  |   1.0   |  61 |  1  | 124 |  1  |   0.99  |  64 |  2  | 119 |  2  |   0.98  |  67 |  0  | 119 |  1  |   1.0   |
|        LM       |  71 |  0  | 116 |  0  |   1.0   |  62 |  1  | 124 |  0  |   1.0   |  62 |  0  | 125 |  0  |   1.0   |  66 |  0  | 120 |  1  |   1.0   |  67 |  0  | 119 |  1  |   1.0   |
|        LM       |  71 |  0  |  96 |  20 |   0.91  |  63 |  0  | 121 |  3  |   0.99  |  62 |  0  | 118 |  7  |   0.97  |  66 |  0  | 118 |  3  |   0.99  |  67 |  0  | 119 |  1  |   1.0   |
|        LM       |  71 |  0  | 116 |  0  |   1.0   |  63 |  0  | 123 |  1  |   1.0   |  62 |  0  | 125 |  0  |   1.0   |  66 |  0  | 120 |  1  |   1.0   |  67 |  0  | 120 |  0  |   1.0   |
|        LM       |  68 |  3  | 115 |  1  |   0.98  |  62 |  1  | 121 |  3  |   0.98  |  60 |  2  | 124 |  1  |   0.99  |  62 |  4  | 109 |  12 |   0.93  |  67 |  0  | 119 |  1  |   1.0   |
|       MR8       |  70 |  1  | 116 |  0  |   1.0   |  63 |  0  | 123 |  1  |   1.0   |  62 |  0  | 125 |  0  |   1.0   |  66 |  0  | 120 |  1  |   1.0   |  67 |  0  | 119 |  1  |   1.0   |
|       MR8       |  71 |  0  | 116 |  0  |   1.0   |  63 |  0  | 124 |  0  |   1.0   |  62 |  0  | 125 |  0  |   1.0   |  66 |  0  | 120 |  1  |   1.0   |  67 |  0  | 120 |  0  |   1.0   |
|       MR8       |  71 |  0  | 115 |  1  |   1.0   |  63 |  0  | 124 |  0  |   1.0   |  62 |  0  | 125 |  0  |   1.0   |  66 |  0  | 120 |  1  |   1.0   |  67 |  0  | 120 |  0  |   1.0   |
|       MR8       |  71 |  0  | 116 |  0  |   1.0   |  63 |  0  | 122 |  2  |   0.99  |  62 |  0  | 124 |  1  |   1.0   |  66 |  0  | 119 |  2  |   0.99  |  67 |  0  | 120 |  0  |   1.0   |
|       MR8       |  71 |  0  | 116 |  0  |   1.0   |  63 |  0  | 124 |  0  |   1.0   |  62 |  0  | 124 |  1  |   1.0   |  66 |  0  | 119 |  2  |   0.99  |  67 |  0  | 120 |  0  |   1.0   |
|       BGP       |  71 |  0  | 114 |  2  |   0.99  |  63 |  0  | 124 |  0  |   1.0   |  62 |  0  | 125 |  0  |   1.0   |  66 |  0  | 121 |  0  |   1.0   |  67 |  0  | 118 |  2  |   0.99  |
|       BGP       |  71 |  0  | 116 |  0  |   1.0   |  63 |  0  | 124 |  0  |   1.0   |  62 |  0  | 124 |  1  |   1.0   |  66 |  0  | 120 |  1  |   1.0   |  67 |  0  | 118 |  2  |   0.99  |
|       BGP       |  71 |  0  | 116 |  0  |   1.0   |  63 |  0  | 123 |  1  |   1.0   |  61 |  1  | 124 |  1  |   0.99  |  66 |  0  | 118 |  3  |   0.99  |  67 |  0  | 120 |  0  |   1.0   |
|       BGP       |  71 |  0  | 116 |  0  |   1.0   |  63 |  0  | 124 |  0  |   1.0   |  62 |  0  | 125 |  0  |   1.0   |  66 |  0  | 121 |  0  |   1.0   |  67 |  0  | 120 |  0  |   1.0   |
|       BGP       |  70 |  1  | 115 |  1  |   0.99  |  61 |  2  | 124 |  0  |   0.99  |  61 |  1  | 124 |  1  |   0.99  |  66 |  0  | 119 |  2  |   0.99  |  63 |  4  | 118 |  2  |   0.98  |
|       GIST      |  71 |  0  | 116 |  0  |   1.0   |  63 |  0  | 124 |  0  |   1.0   |  62 |  0  | 124 |  1  |   1.0   |  66 |  0  | 121 |  0  |   1.0   |  67 |  0  | 118 |  2  |   0.99  |
|       GIST      |  62 |  9  |  96 |  20 |   0.87  |  63 |  0  | 122 |  2  |   0.99  |  54 |  8  | 109 |  16 |   0.9   |  58 |  8  | 119 |  2  |   0.96  |  65 |  2  | 108 |  12 |   0.94  |
|       GIST      |  38 |  33 | 107 |  9  |   0.84  |  63 |  0  | 101 |  23 |   0.9   |  12 |  50 |  80 |  45 |   0.63  |  13 |  53 |  56 |  65 |   0.49  |  67 |  0  |  84 |  36 |   0.82  |
|       GIST      |  70 |  1  | 115 |  1  |   0.99  |  63 |  0  | 123 |  1  |   1.0   |  54 |  8  | 120 |  5  |   0.95  |  66 |  0  | 119 |  2  |   0.99  |  67 |  0  | 119 |  1  |   1.0   |
|       GIST      |  70 |  1  | 116 |  0  |   1.0   |  63 |  0  | 124 |  0  |   1.0   |  62 |  0  | 121 |  4  |   0.98  |  66 |  0  | 121 |  0  |   1.0   |  67 |  0  | 119 |  1  |   1.0   |
|      LOHWEG     |  43 |  28 |  92 |  24 |   0.78  |  41 |  22 |  98 |  26 |   0.8   |  39 |  23 |  97 |  28 |   0.79  |  39 |  27 |  93 |  28 |   0.77  |  47 |  20 |  85 |  35 |   0.76  |
|      LOHWEG     |  41 |  30 | 100 |  16 |   0.81  |  44 |  19 | 104 |  20 |   0.84  |  40 |  22 | 106 |  19 |   0.84  |  42 |  24 | 100 |  21 |   0.82  |  49 |  18 |  95 |  25 |   0.82  |
|      LOHWEG     |  49 |  22 |  88 |  28 |   0.78  |  48 |  15 |  99 |  25 |   0.83  |  41 |  21 | 101 |  24 |   0.82  |  43 |  23 |  91 |  30 |   0.77  |  45 |  22 |  90 |  30 |   0.78  |
|      LOHWEG     |  39 |  32 |  99 |  17 |   0.8   |  47 |  16 |  98 |  26 |   0.82  |  39 |  23 |  96 |  29 |   0.79  |  34 |  32 | 104 |  17 |   0.81  |  41 |  26 |  96 |  24 |   0.79  |
|      LOHWEG     |  40 |  31 |  88 |  28 |   0.75  |  38 |  25 | 101 |  23 |   0.81  |  39 |  23 |  93 |  32 |   0.77  |  37 |  29 |  94 |  27 |   0.77  |  44 |  23 |  95 |  25 |   0.8   |
|      PATCH3     |  23 |  48 | 114 |  2  |   0.82  |  26 |  37 | 112 |  12 |   0.82  |  43 |  19 | 113 |  12 |   0.88  |  43 |  23 |  65 |  56 |   0.62  |  44 |  23 |  75 |  45 |   0.69  |
|      PATCH3     |  48 |  23 |  99 |  17 |   0.83  |  57 |  6  |  97 |  27 |   0.85  |  54 |  8  |  95 |  30 |   0.83  |  48 |  18 |  99 |  22 |   0.83  |  51 |  16 |  88 |  32 |   0.79  |
|      PATCH3     |  41 |  30 | 105 |  11 |   0.84  |  57 |  6  |  64 |  60 |   0.66  |  44 |  18 |  43 |  82 |   0.46  |  37 |  29 |  35 |  86 |   0.38  |  48 |  19 |  36 |  84 |   0.41  |
|      PATCH3     |  31 |  40 | 109 |  7  |   0.82  |  33 |  30 | 103 |  21 |   0.8   |  49 |  13 | 115 |  10 |   0.91  |  42 |  24 | 105 |  16 |   0.84  |  38 |  29 |  69 |  51 |   0.63  |
|      PATCH3     |  18 |  53 | 112 |  4  |   0.8   |  23 |  40 | 116 |  8  |   0.83  |  32 |  30 | 102 |  23 |   0.79  |  62 |  4  |  76 |  45 |   0.76  |  55 |  12 |  91 |  29 |   0.82  |
|      PATCH7     |  49 |  22 |  67 |  49 |   0.65  |  46 |  17 |  46 |  78 |   0.49  |  51 |  11 |  48 |  77 |   0.52  |  38 |  28 |  74 |  47 |   0.66  |  36 |  31 |  70 |  50 |   0.63  |
|      PATCH7     |  25 |  46 |  99 |  17 |   0.76  |  38 |  25 |  96 |  28 |   0.78  |  37 |  25 | 100 |  25 |   0.8   |  39 |  27 | 104 |  17 |   0.83  |  59 |  8  |  64 |  56 |   0.67  |
|      PATCH7     |  61 |  10 |  93 |  23 |   0.85  |  50 |  13 |  95 |  29 |   0.82  |  56 |  6  |  84 |  41 |   0.78  |  62 |  4  |  85 |  36 |   0.81  |  51 |  16 | 107 |  13 |   0.88  |
|      PATCH7     |  39 |  32 |  95 |  21 |   0.78  |  48 |  15 |  56 |  68 |   0.57  |  38 |  24 |  97 |  28 |   0.79  |  25 |  41 | 103 |  18 |   0.78  |  41 |  26 |  97 |  23 |   0.8   |
|      PATCH7     |  55 |  16 |  97 |  19 |   0.85  |  44 |  19 | 100 |  24 |   0.82  |  48 |  14 |  98 |  27 |   0.83  |  48 |  18 |  94 |  27 |   0.81  |  42 |  25 |  99 |  21 |   0.81  |
| AUTOCORRELOGRAM |  37 |  34 |  64 |  52 |   0.6   |  31 |  32 |  76 |  48 |   0.66  |  23 |  39 |  85 |  40 |   0.68  |  25 |  41 |  70 |  51 |   0.6   |  34 |  33 |  75 |  45 |   0.66  |
| AUTOCORRELOGRAM |  35 |  36 |  72 |  44 |   0.64  |  38 |  25 |  88 |  36 |   0.74  |  37 |  25 | 109 |  16 |   0.84  |  30 |  36 |  78 |  43 |   0.66  |  44 |  23 |  95 |  25 |   0.8   |
| AUTOCORRELOGRAM |  41 |  30 |  88 |  28 |   0.75  |  29 |  34 |  96 |  28 |   0.76  |  35 |  27 |  88 |  37 |   0.73  |  33 |  33 | 103 |  18 |   0.8   |  34 |  33 |  85 |  35 |   0.71  |
| AUTOCORRELOGRAM |  36 |  35 |  67 |  49 |   0.61  |  24 |  39 |  86 |  38 |   0.69  |  25 |  37 |  85 |  40 |   0.69  |  41 |  25 |  81 |  40 |   0.71  |  25 |  42 |  91 |  29 |   0.72  |
| AUTOCORRELOGRAM |  32 |  39 |  90 |  26 |   0.73  |  32 |  31 |  92 |  32 |   0.74  |  38 |  24 |  68 |  57 |   0.63  |  32 |  34 |  87 |  34 |   0.72  |  39 |  28 |  79 |  41 |   0.7   |
|       SFTA      |  43 |  28 | 100 |  16 |   0.82  |  47 |  16 |  83 |  41 |   0.74  |  46 |  16 |  85 |  40 |   0.75  |  0  |  66 | 121 |  0  |   0.79  |  46 |  21 | 109 |  11 |   0.87  |
|       SFTA      |  56 |  15 |  99 |  17 |   0.86  |  0  |  63 | 124 |  0  |   0.8   |  0  |  62 | 125 |  0  |   0.8   |  6  |  60 | 119 |  2  |   0.79  |  46 |  21 | 100 |  20 |   0.83  |
|       SFTA      |  57 |  14 | 115 |  1  |   0.94  |  57 |  6  | 119 |  5  |   0.96  |  58 |  4  | 116 |  9  |   0.95  |  61 |  5  | 121 |  0  |   0.98  |  60 |  7  | 117 |  3  |   0.96  |
|       SFTA      |  0  |  71 | 116 |  0  |   0.77  |  21 |  42 | 123 |  1  |   0.85  |  10 |  52 | 114 |  11 |   0.78  |  0  |  66 | 117 |  4  |   0.77  |  0  |  67 | 120 |  0  |   0.78  |
|       SFTA      |  0  |  71 | 116 |  0  |   0.77  |  0  |  63 | 124 |  0  |   0.8   |  13 |  49 |  55 |  70 |   0.48  |  53 |  13 |  69 |  52 |   0.68  |  0  |  67 | 120 |  0  |   0.78  |
|       WLD       |  19 |  52 |  37 |  79 |   0.36  |  35 |  28 |  87 |  37 |   0.73  |  17 |  45 |  92 |  33 |   0.7   |  48 |  18 |  74 |  47 |   0.69  |  50 |  17 |  36 |  84 |   0.42  |
|       WLD       |  24 |  47 | 105 |  11 |   0.78  |  39 |  24 |  94 |  30 |   0.78  |  44 |  18 |  40 |  85 |   0.44  |  66 |  0  |  16 | 105 |   0.23  |  10 |  57 | 117 |  3  |   0.8   |
|       WLD       |  2  |  69 | 115 |  1  |   0.77  |  29 |  34 |  59 |  65 |   0.54  |  14 |  48 | 114 |  11 |   0.79  |  46 |  20 |  70 |  51 |   0.66  |  27 |  40 |  94 |  26 |   0.74  |
|       WLD       |  37 |  34 | 105 |  11 |   0.82  |  38 |  25 |  59 |  65 |   0.57  |  30 |  32 | 118 |  7  |   0.86  |  37 |  29 |  98 |  23 |   0.79  |  43 |  24 |  5  | 115 |   0.07  |
|       WLD       |  18 |  53 |  98 |  18 |   0.73  |  24 |  39 |  98 |  26 |   0.75  |  20 |  42 | 112 |  13 |   0.8   |  33 |  33 |  90 |  31 |   0.74  |  41 |  26 | 107 |  13 |   0.85  |
|       LPQ       |  50 |  21 | 106 |  10 |   0.87  |  51 |  12 | 103 |  21 |   0.86  |  39 |  23 | 119 |  6  |   0.89  |  50 |  16 | 119 |  2  |   0.93  |  54 |  13 | 102 |  18 |   0.87  |
|       LPQ       |  44 |  27 | 101 |  15 |   0.83  |  53 |  10 | 111 |  13 |   0.91  |  48 |  14 | 108 |  17 |   0.87  |  48 |  18 | 115 |  6  |   0.91  |  64 |  3  | 109 |  11 |   0.94  |
|       LPQ       |  68 |  3  | 108 |  8  |   0.95  |  61 |  2  | 113 |  11 |   0.95  |  62 |  0  | 116 |  9  |   0.96  |  61 |  5  | 107 |  14 |   0.92  |  36 |  31 |  75 |  45 |   0.66  |
|       LPQ       |  48 |  23 | 102 |  14 |   0.85  |  47 |  16 | 110 |  14 |   0.88  |  38 |  24 | 104 |  21 |   0.82  |  49 |  17 |  38 |  83 |   0.43  |  45 |  22 | 105 |  15 |   0.85  |
|       LPQ       |  55 |  16 | 101 |  15 |   0.87  |  50 |  13 | 106 |  18 |   0.87  |  54 |  8  |  97 |  28 |   0.84  |  48 |  18 | 113 |  8  |   0.9   |  55 |  12 |  92 |  28 |   0.82  |
|       BSIF      |  71 |  0  | 115 |  1  |   1.0   |  63 |  0  | 124 |  0  |   1.0   |  62 |  0  | 124 |  1  |   1.0   |  66 |  0  | 118 |  3  |   0.99  |  67 |  0  | 120 |  0  |   1.0   |
|       BSIF      |  71 |  0  | 116 |  0  |   1.0   |  63 |  0  | 124 |  0  |   1.0   |  62 |  0  | 125 |  0  |   1.0   |  66 |  0  | 121 |  0  |   1.0   |  67 |  0  | 120 |  0  |   1.0   |
|       BSIF      |  70 |  1  | 116 |  0  |   1.0   |  63 |  0  | 124 |  0  |   1.0   |  62 |  0  | 123 |  2  |   0.99  |  66 |  0  | 119 |  2  |   0.99  |  67 |  0  | 120 |  0  |   1.0   |
|       BSIF      |  71 |  0  | 116 |  0  |   1.0   |  63 |  0  | 123 |  1  |   1.0   |  62 |  0  | 125 |  0  |   1.0   |  66 |  0  | 116 |  5  |   0.98  |  67 |  0  | 119 |  1  |   1.0   |
|       BSIF      |  71 |  0  | 116 |  0  |   1.0   |  62 |  1  | 122 |  2  |   0.99  |  62 |  0  | 125 |  0  |   1.0   |  66 |  0  | 120 |  1  |   1.0   |  67 |  0  | 120 |  0  |   1.0   |
|     ALEXNET     |  71 |  0  | 116 |  0  |   1.0   |  63 |  0  | 123 |  1  |   1.0   |  62 |  0  | 124 |  1  |   1.0   |  66 |  0  | 118 |  3  |   0.99  |  67 |  0  | 115 |  5  |   0.98  |
|     ALEXNET     |  71 |  0  | 115 |  1  |   1.0   |  63 |  0  | 124 |  0  |   1.0   |  62 |  0  | 124 |  1  |   1.0   |  66 |  0  | 119 |  2  |   0.99  |  67 |  0  | 118 |  2  |   0.99  |
|     ALEXNET     |  71 |  0  | 115 |  1  |   1.0   |  62 |  1  | 122 |  2  |   0.99  |  61 |  1  | 124 |  1  |   0.99  |  66 |  0  | 120 |  1  |   1.0   |  66 |  1  | 120 |  0  |   1.0   |
|     ALEXNET     |  70 |  1  | 115 |  1  |   0.99  |  62 |  1  | 121 |  3  |   0.98  |  61 |  1  | 125 |  0  |   1.0   |  66 |  0  | 117 |  4  |   0.98  |  67 |  0  | 120 |  0  |   1.0   |
|     ALEXNET     |  71 |  0  | 112 |  4  |   0.98  |  63 |  0  | 123 |  1  |   1.0   |  61 |  1  | 122 |  3  |   0.98  |  66 |  0  | 118 |  3  |   0.99  |  67 |  0  | 119 |  1  |   1.0   |
|      VGG_M      |  70 |  1  | 113 |  3  |   0.98  |  62 |  1  | 119 |  5  |   0.98  |  61 |  1  | 124 |  1  |   0.99  |  66 |  0  | 118 |  3  |   0.99  |  65 |  2  | 117 |  3  |   0.98  |
|      VGG_M      |  71 |  0  | 115 |  1  |   1.0   |  63 |  0  | 123 |  1  |   1.0   |  62 |  0  | 121 |  4  |   0.98  |  66 |  0  | 117 |  4  |   0.98  |  67 |  0  | 119 |  1  |   1.0   |
|      VGG_M      |  71 |  0  | 116 |  0  |   1.0   |  62 |  1  | 124 |  0  |   1.0   |  62 |  0  | 123 |  2  |   0.99  |  65 |  1  | 120 |  1  |   0.99  |  67 |  0  | 120 |  0  |   1.0   |
|      VGG_M      |  70 |  1  | 113 |  3  |   0.98  |  63 |  0  | 121 |  3  |   0.99  |  62 |  0  | 124 |  1  |   1.0   |  66 |  0  | 115 |  6  |   0.97  |  67 |  0  | 120 |  0  |   1.0   |
|      VGG_M      |  71 |  0  | 114 |  2  |   0.99  |  62 |  1  | 124 |  0  |   1.0   |  62 |  0  | 121 |  4  |   0.98  |  66 |  0  | 118 |  3  |   0.99  |  67 |  0  | 119 |  1  |   1.0   |
|    INCEPTION    |  69 |  2  | 114 |  2  |   0.98  |  63 |  0  | 118 |  6  |   0.98  |  62 |  0  | 121 |  4  |   0.98  |  65 |  1  | 118 |  3  |   0.98  |  64 |  3  | 119 |  1  |   0.98  |
|    INCEPTION    |  71 |  0  | 115 |  1  |   1.0   |  63 |  0  | 124 |  0  |   1.0   |  62 |  0  | 125 |  0  |   1.0   |  65 |  1  | 119 |  2  |   0.99  |  67 |  0  | 119 |  1  |   1.0   |
|    INCEPTION    |  70 |  1  | 115 |  1  |   0.99  |  63 |  0  | 122 |  2  |   0.99  |  62 |  0  | 122 |  3  |   0.99  |  65 |  1  | 121 |  0  |   1.0   |  67 |  0  | 120 |  0  |   1.0   |
|    INCEPTION    |  71 |  0  | 115 |  1  |   1.0   |  63 |  0  | 123 |  1  |   1.0   |  62 |  0  | 124 |  1  |   1.0   |  66 |  0  | 117 |  4  |   0.98  |  67 |  0  | 120 |  0  |   1.0   |
|    INCEPTION    |  70 |  1  | 114 |  2  |   0.99  |  62 |  1  | 123 |  1  |   0.99  |  61 |  1  | 125 |  0  |   1.0   |  66 |  0  | 120 |  1  |   1.0   |  67 |  0  | 118 |  2  |   0.99  |
+-----------------+-----+-----+-----+-----+---------+-----+-----+-----+-----+---------+-----+-----+-----+-----+---------+-----+-----+-----+-----+---------+-----+-----+-----+-----+---------+
+-----------------+----------------------+----------------------+----------------------+----------------------+----------------------+
|     Feature     |          0           |          1           |          2           |          3           |          4           |
+-----------------+----------------------+----------------------+----------------------+----------------------+----------------------+
|   CORRELATION   | mean:0.796,std:0.015 | mean:0.868,std:0.013 | mean:0.506,std:0.209 | mean:0.898,std:0.016 | mean:0.586,std:0.176 |
|       SSIM      | mean:0.474,std:0.216 | mean:0.596,std:0.128 | mean:0.736,std:0.033 | mean:0.662,std:0.112 | mean:0.686,std:0.015 |
|       FSIM      | mean:0.77,std:0.022  | mean:0.804,std:0.024 | mean:0.678,std:0.13  |  mean:0.6,std:0.133  | mean:0.778,std:0.015 |
|     AVCIBAS     | mean:0.682,std:0.113 | mean:0.538,std:0.348 | mean:0.444,std:0.372 | mean:0.52,std:0.269  | mean:0.492,std:0.299 |
|   STATISTICAL   | mean:0.482,std:0.213 | mean:0.726,std:0.077 | mean:0.612,std:0.222 | mean:0.466,std:0.297 | mean:0.534,std:0.269 |
|       SIFT      | mean:0.674,std:0.144 | mean:0.774,std:0.057 | mean:0.752,std:0.078 | mean:0.768,std:0.083 | mean:0.76,std:0.038  |
